"baseMean","log2FoldChange","lfcSE","pvalue","padj","ENSEMBL","SYMBOL","ENTREZID"
1312.03162379509,3.00191954179772,0.109528541678972,5.33574840805958e-167,8.15652094882452e-165,"ENSG00000134690","CDCA8","55143"
217.969665455753,3.19577030699339,0.117083888374278,6.36044566751573e-167,9.64190559481489e-165,"ENSG00000187730","GABRD","2563"
846.272608698269,3.19039209090466,0.11644306851977,3.53545570935783e-166,5.31516320734945e-164,"ENSG00000111665","CDCA3","83461"
586.032015208703,3.06293805376162,0.111995164329783,1.15495477958166e-165,1.7221133110959e-163,"ENSG00000165480","SKA3","221150"
3856.23993956929,3.07023138776901,0.112242621413689,1.73792944546895e-165,2.57029874329477e-163,"ENSG00000167900","TK1","7083"
2633.2779644529,2.49014517731696,0.0910471658956958,2.12195133019391e-165,3.11293682641592e-163,"ENSG00000079462","PAFAH1B3","5050"
710.780301703184,3.5003112037749,0.128511681005778,4.53600211444334e-165,6.60115315710711e-163,"ENSG00000118193","KIF14","9928"
248.347694455898,3.21404488347214,0.11836320584955,1.38346972241025e-164,1.99735696193372e-162,"ENSG00000129810","SGO1","151648"
1550.23052128523,6.46764200758934,0.238902853125415,4.23081826757747e-164,6.06006418153557e-162,"ENSG00000196611","MMP1","4312"
241.168458590472,-4.8885942025354,0.179074804222241,4.59741356932729e-164,6.53371486247131e-162,"ENSG00000165197","VEGFD","2277"
1616.39727989966,3.06913940273319,0.11303392166016,5.43188246277318e-164,7.65979642482999e-162,"ENSG00000146670","CDCA5","113130"
1376.07391055397,2.70254342171018,0.0996193141289372,2.11711133692602e-163,2.96249017923241e-161,"ENSG00000135127","BICDL1","92558"
2718.65153567761,3.54903124479549,0.130524510883114,3.31845666342857e-163,4.60809505071978e-161,"ENSG00000089685","BIRC5","332"
9279.24874638103,3.48901780715048,0.128255410705359,4.60996275770138e-163,6.3530176155565e-161,"ENSG00000131747","TOP2A","7153"
399.806617856509,2.83489466003776,0.104364307175111,4.76877437740522e-163,6.52246426311116e-161,"ENSG00000186871","ERCC6L","54821"
2278.89680621016,3.53791428017426,0.129047119225717,5.61988697039054e-163,7.62920625958017e-161,"ENSG00000117399","CDC20","991"
1077.08489164285,3.4786743631249,0.128407877136889,1.55244702655848e-162,2.09189361926854e-160,"ENSG00000101447","FAM83D","81610"
1399.87731287662,3.01960248321483,0.11160188203584,1.68327971722068e-162,2.2515103923501e-160,"ENSG00000157456","CCNB2","9133"
152.072344316896,-3.59226178285574,0.132436204951591,2.44596437011858e-162,3.24777648589978e-160,"ENSG00000108381","ASPA","443"
2158.51698105982,3.43301458584489,0.126328749460887,2.11657602267216e-161,2.79004597307458e-159,"ENSG00000111206","FOXM1","2305"
901.902526554518,2.89115239816908,0.107308549253363,2.27086781879435e-161,2.97189615048115e-159,"ENSG00000156970","BUB1B","701"
216.361932350555,-4.10555066007194,0.151833673670055,3.14878909017492e-161,4.09140159566943e-159,"ENSG00000173208","ABCD2","225"
2115.92638832919,-2.98718813434948,0.110577811054775,4.38147807388181e-161,5.65272820155915e-159,"ENSG00000198624","CCDC69","26112"
718.963175063644,3.01886039410731,0.112398558071424,1.48161544470751e-160,1.89803285596298e-158,"ENSG00000075218","GTSE1","51512"
28587.4666037572,0.832147483221128,0.046034276146921,3.44861195664662e-160,4.38697203519991e-158,"ENSG00000143549","TPM3","7170"
842.999448847147,2.81951718774487,0.105129031857637,7.61581714129026e-160,9.620786778973e-158,"ENSG00000137812","KNL1","57082"
1556.29544581021,2.61087051639763,0.0973333083752584,9.44586762299232e-160,1.17691628719078e-157,"ENSG00000137807","KIF23","9493"
631.812510603833,2.71237811327668,0.100610652492453,9.39998279922869e-160,1.17691628719078e-157,"ENSG00000183682","BMP8A","353500"
3381.5129107668,-1.9445572898298,0.0724087237710084,1.62701817201399e-159,2.01340731749024e-157,"ENSG00000162407","PLPP3","8613"
719.363494764157,2.09189978326417,0.0783134227764838,2.20994976561501e-158,2.71629703961504e-156,"ENSG00000164087","POC1A","25886"
2247.90187179669,2.49664223073657,0.0934257986887094,4.59700228587467e-158,5.61235359613061e-156,"ENSG00000138160","KIF11","3832"
63.5833443325551,-2.97525407401771,0.111400221038617,1.19804994718981e-157,1.45291510595532e-155,"ENSG00000179921","GPBAR1","151306"
400.977965086095,-4.48605004254501,0.167978087999575,3.24076082555528e-157,3.90415100514411e-155,"ENSG00000004776","HSPB6","126393"
3518.66083927792,2.43235475482962,0.0914291865055034,3.9371001315448e-157,4.71182819032444e-155,"ENSG00000113368","LMNB1","4001"
1145.12071820623,-2.16049705882833,0.0812818736066575,2.2614661825086e-156,2.68877982522967e-154,"ENSG00000124615","MOCS1","4337"
943.044135917722,3.00331903494406,0.112554442804365,5.83229941583925e-156,6.88930900477479e-154,"ENSG00000109805","NCAPG","64151"
706.067475388703,3.53104670093275,0.13363903725667,6.18256242624805e-156,7.25593503844376e-154,"ENSG00000103253","HAGHL","84264"
654.101688601669,2.92078855872565,0.110455754570927,1.18525348549352e-155,1.38211193298798e-153,"ENSG00000092853","CLSPN","63967"
1158.43210785808,-3.97035223310489,0.149735233538783,3.84589314989589e-155,4.45609186558957e-153,"ENSG00000168497","CAVIN2","8436"
122.527095976055,-2.8065281820337,0.105936720080864,4.4583858657844e-155,5.13306944838506e-153,"ENSG00000132837","DMGDH","29958"
5172.57954514685,-2.13008202871774,0.0804695462483688,5.30129498329788e-155,6.06514824158313e-153,"ENSG00000174059","CD34","947"
527.23505132893,2.83350304503114,0.107495668523194,1.33372392383311e-154,1.51636074365301e-152,"ENSG00000169258","GPRIN1","114787"
1727.20626156112,2.77682362102346,0.105255677941852,1.81457478795438e-154,2.05024409737131e-152,"ENSG00000076382","SPAG5","10615"
1439.20490002342,-3.04046352502253,0.115036473495224,2.41246417422177e-154,2.70895899958446e-152,"ENSG00000154736","ADAMTS5","11096"
8742.46113302994,-3.676881868752,0.138840245429633,3.54442451942487e-154,3.95562125354956e-152,"ENSG00000211445","GPX3","2878"
981.612997097225,-3.00924479520877,0.113883402584598,4.11634682318145e-154,4.56588201588377e-152,"ENSG00000171227","TMEM37","140738"
228.165704684206,6.02644961936927,0.2305308053275,3.77940517898102e-153,4.16673694611174e-151,"ENSG00000083782","EPYC","1833"
5864.89633151881,3.06526308246125,0.11720048852191,2.01174345994826e-152,2.20455573975415e-150,"ENSG00000148773","MKI67","4288"
559.760453401745,2.55600364492032,0.0978226411509571,7.95047776394301e-152,8.66030784454415e-150,"ENSG00000051180","RAD51","5888"
995.015366754488,2.75627874089539,0.105674815809289,3.34866943685095e-151,3.60447607844708e-149,"ENSG00000121152","NCAPH","23397"
776.301038008597,3.3687008733252,0.129560699783954,3.34079706177971e-151,3.60447607844708e-149,"ENSG00000178999","AURKB","9212"
7920.1299152755,3.80415559277685,0.145603435829762,2.43085797486932e-150,2.60116102475575e-148,"ENSG00000172061","LRRC15","131578"
351.71208543081,2.92109585388559,0.112743829215678,4.25063942116806e-150,4.52183518774668e-148,"ENSG00000035499","DEPDC1B","55789"
939.845409185349,2.49791287721903,0.0962725005918247,6.38591569308987e-150,6.75384839377894e-148,"ENSG00000162073","PAQR4","124222"
1098.82384084754,2.47248280745088,0.0952320665782311,9.09979921374806e-150,9.56846517325381e-148,"ENSG00000101003","GINS1","9837"
3280.83284126614,3.81469737930566,0.146513092683501,3.66949716308487e-149,3.83631166055614e-147,"ENSG00000101057","MYBL2","4605"
73.7296242107218,4.187380468574,0.157771097409161,4.99784826539062e-149,5.19519187404118e-147,"ENSG00000172156","CCL11","6356"
1077.8653600882,-3.21145686359682,0.123763442287277,9.12098930755587e-149,9.42726798259937e-147,"ENSG00000167779","IGFBP6","3489"
715.93092674331,1.98436709623566,0.0766939319027844,1.28801079156371e-148,1.32374035645963e-146,"ENSG00000213186","TRIM59","286827"
3959.0370348516,2.31602219609472,0.0895972601831265,1.95048379848078e-148,1.99332869540247e-146,"ENSG00000183010","PYCR1","5831"
2679.79138793169,-3.27561626345388,0.126425415193806,2.25301387701743e-148,2.2896410858561e-146,"ENSG00000165124","SVEP1","79987"
965.566416212798,2.61261523145008,0.101197574182793,2.32560815057286e-148,2.3502854370595e-146,"ENSG00000175643","RMI2","116028"
908.163785294462,-3.77151371389908,0.145564926289901,4.38017958854942e-148,4.37801356567597e-146,"ENSG00000152270","PDE3B","5140"
640.69899987521,2.22338424440546,0.0861281428739779,4.36776963321056e-148,4.37801356567597e-146,"ENSG00000163545","NUAK2","81788"
2179.18000386172,-1.22273898976475,0.0473330071100766,1.30996589762251e-147,1.30216336850552e-145,"ENSG00000011523","CEP68","23177"
977.765418016008,-2.14652675071013,0.0831212275650869,1.46645439597154e-147,1.44979738679991e-145,"ENSG00000169744","LDB2","9079"
1111.26677718325,-2.97958115198545,0.115162406088088,1.4821154019891e-147,1.45736006905858e-145,"ENSG00000116678","LEPR","3953"
685.221591776611,3.25133013682297,0.126931267231324,7.38444819713483e-147,7.22206973946665e-145,"ENSG00000024526","DEPDC1","55635"
4474.1384239526,-2.65672197968841,0.103180057938753,7.51559836105729e-147,7.31102940032049e-145,"ENSG00000162733","DDR2","4921"
30.2956794619825,-2.72023061604646,0.105791056359631,2.18898409930043e-146,2.11807498672203e-144,"ENSG00000189134","NKAPL","222698"
941.177788846579,3.4361401763569,0.134182384806541,3.20302393390892e-146,3.08286816834588e-144,"ENSG00000160161","CILP2","148113"
507.961195231149,2.79998041385985,0.109361187648416,5.08737566617223e-146,4.87076056543889e-144,"ENSG00000100162","CENPM","79019"
8655.96767869444,-2.18466850810518,0.0851156365628028,5.7808210808422e-146,5.50570242312044e-144,"ENSG00000076706","MCAM","4162"
496.426087222997,5.36193018246192,0.210341849143513,1.3467305352319e-145,1.27595703991685e-143,"ENSG00000124493","GRM4","2914"
1062.82707897633,2.71282350223287,0.106241811932469,4.26859466178978e-145,4.02331634676777e-143,"ENSG00000135476","ESPL1","9700"
1218.55200486581,2.87853776232972,0.112855686573523,4.49250347248136e-145,4.21253250865508e-143,"ENSG00000145386","CCNA2","890"
3129.05071497204,-1.70406574110865,0.0666611975318109,1.28148539322116e-144,1.19546157887621e-142,"ENSG00000131069","ACSS2","55902"
432.836785845228,3.25299412288382,0.128132193209314,5.90266521534723e-144,5.47833586389701e-142,"ENSG00000115163","CENPA","1058"
45.6718851938335,-3.49711291475698,0.13730788563942,1.87259509855121e-143,1.72915621511396e-141,"ENSG00000101280","ANGPT4","51378"
66.3062271395413,-2.69556350601804,0.105932827877718,2.22559585272754e-143,2.04473808873569e-141,"ENSG00000144031","ANKRD53","79998"
5626.53652706926,1.91527069333223,0.0748985500881571,6.69412347219588e-143,6.11923618506107e-141,"ENSG00000169241","SLC50A1","55974"
1508.98810822579,2.29493358395345,0.0907860518984978,3.40849440144066e-142,3.10019608283035e-140,"ENSG00000106462","EZH2","2146"
736.823719333235,-2.54426352969997,0.100608326369476,1.44858885333359e-141,1.31100894681549e-139,"ENSG00000136383","ALPK3","57538"
2752.95533782252,2.30744063413339,0.0913831505389372,3.15179549152622e-141,2.83833226665116e-139,"ENSG00000013810","TACC3","10460"
431.225408777521,2.69802463270247,0.107117073879761,2.96785525754581e-140,2.65951995024709e-138,"ENSG00000171320","ESCO2","157570"
4197.03495574831,-1.29009475843674,0.0512584669397952,3.2693041642653e-140,2.91528980647794e-138,"ENSG00000152492","CCDC50","152137"
469.744468163665,-4.75027422846042,0.188551078176229,6.84220379109334e-140,6.07153800798921e-138,"ENSG00000144908","ALDH1L1","10840"
355.555218821258,2.59496774997029,0.130748503501175,1.39469450723022e-139,1.23159649422451e-137,"ENSG00000129173","E2F8","79733"
607.814974931354,2.94097710803778,0.117640446413379,2.06772278856449e-139,1.81709880419211e-137,"ENSG00000164283","ESM1","11082"
1417.78766938548,2.76388359485799,0.110521759486697,2.23223660937354e-139,1.95224116159202e-137,"ENSG00000160957","RECQL4","9401"
187.541171813812,-3.43702900974297,0.137407896269068,2.01174388715518e-138,1.75098722733205e-136,"ENSG00000182782","HCAR2","338442"
11740.4285869083,1.09979639947256,0.0437171255448813,5.9547573935517e-138,5.15823770219519e-136,"ENSG00000113648","MACROH2A1","9555"
1430.33798821756,2.34285117336559,0.0942053981276714,1.03520258807399e-137,8.92482003775065e-136,"ENSG00000151725","CENPU","79682"
